################################################################## 

SERIE MENSILI: 

################################################################## 



 Diagnostica modelli originali: 
        TITLE       BIC QR.prob QR2.prob QSR.prob N.prob N.test    TVA    TVC
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.440001 (  -7.04)          - (      -)          - (      -)  -0.570415 (  -9.98)
###Reg01(   0.3781E-01, 14.63);
###  EE:  -0.03230 (  -3.00)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID13 
 Modello originale:
###
###-6.22844	0.001	0.281	0.472	0.249	2.78	0.514	1.59
###AO01(082009, -9.04);  AO02(082008, -8.55);  AO03(082005, -6.24);  AO04(082015, -5.64);  AO05(042020,-27.13);  AO06(082020, 7.07);  TC01(032020,-12.36);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.310603 (  -4.73)          - (      -)          - (      -)  -0.576981 (  -10.2)
###Reg01(   0.3602E-01, 16.44);
###  EE:  -0.02440 (  -2.72)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE13 
 Modello originale:
###
###-6.18878	0.01	0.313	0.634	0.953	0.096	-0.15	0.273
###AO01(082009, -6.00);  AO02(082005, -4.74);  AO03(082015, -5.52);  AO04(042020,-24.74);  AO05(082020, 2.49);  TC01(052020, -6.18);  LS01(122008, -5.64);  LS02(032020, -5.05);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.416273 (  -6.59)          - (      -)          - (      -)  -0.555189 (  -9.61)
###Reg01(   0.3788E-01, 16.53);
###  EE:  -0.02636 (  -2.78)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ14 
 Modello originale:
###
###-4.60347	0.086	0.015	0.989	0.37	1.99	1.25	0.659
###AO01(112020, -5.02);  TC01(042020,-12.37);  TC02(032020, -5.86);  LS01(032009, -4.11);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###0.026757 (   3.31)  -0.533930 (  -9.10)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.465179 (  -7.57)
###Reg01(   0.3703E-01,  7.27);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID14 
 Modello originale:
###
###-5.08401	0	0.928	0.959	0.278	2.56	1.48	0.606
###AO01(042020,-15.13);  TC01(032020,-12.96);  TC02(112020, -6.08);  TC03(082020, 4.13);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.508033 (  -8.60)          - (      -)          - (      -)  -0.204278 (  -3.04)
###Reg01(   0.2473E-01,  5.91);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE14 
 Modello originale:
###
###-4.92318	0	0.711	1	0.842	0.344	0.459	0.365
###TC01(042020,-16.47);  TC02(032020, -7.84);  TC03(112020, -5.40);  TC04(062020, 8.15);  LS01(032009, -5.03);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.751268 (  -16.5)          - (      -)          - (      -)  -0.289800 (  -4.39)
###Reg01(   0.3575E-01,  7.07);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ15 
 Modello originale:
###
###-5.07051	0	0.349	1	0.917	0.174	-0.28	0.313
###AO01(042020,-31.57);  TC01(042009, -3.60);  TC02(012009, 7.02);  TC03(032020, -7.44);  LS01(082008, -5.21);  LS02(012010, 3.98);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###0.037608 (   4.28)  -0.649905 (  -12.3)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.445290 (  -7.15)
###Reg01(   0.3346E-01,  8.90);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID15 
 Modello originale:
###
###-5.0233	0.008	0.86	0.999	0.902	0.207	0.003	0.455
###AO01(042020,-43.95);  TC01(102009, -5.21);  TC02(042009, -4.36);  TC03(032020,-13.65);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.301783 (  -4.52)  -0.217368 (  -3.25)          - (      -)  -0.336186 (  -5.19)
###Reg01(   0.3399E-01,  8.80);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE15 
 Modello originale:
###
###-5.59194	0.007	0.984	0.901	0.925	0.155	-0.35	-0.17
###AO01(082009, 3.46);  AO02(042020,-39.70);  AO03(052020, -8.44);  TC01(082006, 3.19);  TC02(032020, -9.55);  TC03(082020, 3.97);  LS01(032009, -7.72);  LS02(012010, 5.22);  LS03(012009, 3.99);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.319123 (  -4.90)          - (      -)          - (      -)  -0.383948 (  -6.05)
###Reg01(   0.3899E-01, 13.47);
###  EE:  -0.03107 (  -2.81)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ16 
 Modello originale:
###
###-5.15786	0.898	0.652	1	0.003	11.4	-1.16	3.17
###AO01(082009, -3.94);  AO02(042020, -8.94);  TC01(032020, -4.76);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.442757 (  -7.08)          - (      -)          - (      -)  -0.763776 (  -17.0)
###Reg01(   0.3897E-01,  9.27);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID16 
 Modello originale:
###
###-6.05302	0.001	0.407	0.592	0	16.4	0.49	4.02
###AO01(082006, 4.82);  AO02(122007, -4.59);  AO03(042020,-27.24);  AO04(082020, 5.69);  AO05(052020, -3.96);  TC01(032020,-11.86);  LS01(122008, -3.31);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.300044 (  -4.58)          - (      -)          - (      -)  -0.395141 (  -6.26)
###Reg01(   0.4166E-01, 17.99);
###  EE:  -0.03520 (  -3.96)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE16 
 Modello originale:
###
###-5.51878	0.037	0.222	0.98	0.903	0.204	-0.45	-0.03
###AO01(042020,-10.39);  TC01(082006, 3.14);  TC02(052005, -3.55);  TC03(032020, -5.76);  LS01(082008, -6.34);  LS02(012009, -4.80);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.610856 (  -11.0)          - (      -)          - (      -)  -0.540969 (  -9.18)
###Reg01(   0.4405E-01, 12.40);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ17 
 Modello originale:
###
###-6.43945	0.174	0.003	0.361	0.381	1.93	0.34	1.35
###AO01(122005, 3.56);  TC01(072006, -6.62);  LS01(012012, -4.07);  LS02(042020, -4.16);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.243440 (  -3.65)          - (      -)          - (      -)  -0.792806 (  -18.9)
###Reg01(   0.3899E-01, 19.79);
###  EE:  -0.02840 (  -3.25)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID17 
 Modello originale:
###
###-6.86723	0	0.139	0.838	0.061	5.61	-0.86	2.21
###AO01(122017, 4.52);  AO02(012012, -3.42);  TC01(042020, -5.55);  LS01(102008, -2.35);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.234298 (  -3.50)          - (      -)          - (      -)  -0.680392 (  -13.5)
###Reg01(   0.4098E-01, 26.24);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE17 
 Modello originale:
###
###-6.60751	0	0	0.285	0.284	2.52	-0.7	-1.43
###TC01(012012, -2.94);  TC02(122015, 3.35);  LS01(102008, -2.80);  LS02(012010, 2.83);  LS03(042020, -4.50);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.220674 (  -3.29)          - (      -)          - (      -)  -0.729774 (  -15.5)
###Reg01(   0.3832E-01, 21.83);
###  EE:  -0.02163 (  -2.84)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ18 
 Modello originale:
###
###-5.18449	0.595	0.228	0.743	0.43	1.69	-0.67	1.11
###AO01(072006, -4.77);  TC01(042020, -7.78);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.548982 (  -9.41)          - (      -)          - (      -)  -0.514265 (  -8.59)
###Reg01(   0.3093E-01,  7.36);
###  EE:  -0.06321 (  -3.63)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID18 
 Modello originale:
###
###-5.73204	0.462	0.018	0.812	0.613	0.980	0.121	0.982
###AO01(032006, 7.40);  AO02(122005, 4.97);  AO03(072005, -4.79);  AO04(062009, 3.59);  TC01(032008, 3.40);  TC02(032020, -7.64);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.583691 (  -10.2)          - (      -)          - (      -)  -0.695699 (  -13.8)
###Reg01(   0.3804E-01, 11.63);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE18 
 Modello originale:
###
###-5.38876	0.625	0.726	1	0	23.1	1.88	4.42
###TC01(042020, -7.47);  LS01(032009, -3.91);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.475958 (  -7.74)          - (      -)          - (      -)  -0.681607 (  -13.3)
###Reg01(   0.3661E-01,  9.76);
###  EE:  -0.04490 (  -2.75)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID19 
 Modello originale:
###
###-5.57488	0.581	0.366	1	0	38.1	-2.83	5.48
###AO01(042020,-11.61);  LS01(032020, -8.07);  LS02(062020, 3.24);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.130248 (  -1.92)          - (      -)          - (      -)  -0.950000 (  -44.5)
###Reg01(   0.1982E-01,  6.49);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ20 
 Modello originale:
###
###-6.12061	0.28	0.765	1	0.734	0.618	-0.63	0.47
###AO01(072013, 5.38);  AO02(042020, -6.09);  AO03(052020, -6.25);  AO04(062020, -4.47);  TC01(012009, -4.94);  TC02(032009, -4.66);  TC03(102008, -4.36);  LS01(112008, -7.42);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.187202 (  -2.78)          - (      -)          - (      -)  -0.789597 (  -18.7)
###Reg01(   0.2417E-01, 10.94);
###  EE:  -0.02444 (  -2.55)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID20 
 Modello originale:
###
###-6.61347	0	0.334	0.028	0.121	4.22	0.056	2.05
###TC01(112008, -3.42);  TC02(042020, -9.05);  TC03(032020, -4.53);  LS01(122008, -6.08);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.272712 (  -4.11)          - (      -)          - (      -)  -0.806374 (  -19.8)
###Reg01(   0.2279E-01, 12.33);
###  EE:  -0.02166 (  -2.63)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE20 
 Modello originale:
###
###-6.14735	0.105	0.06	0.512	0.073	5.23	-0.04	2.29
###TC01(042020, -6.00);  LS01(112008, -4.66);  LS02(102008, -3.60);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.292223 (  -4.43)          - (      -)          - (      -)  -0.772131 (  -17.6)
###Reg01(   0.2695E-01, 11.45);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ21 
 Modello originale:
###
###-4.97025	0.737	0.543	1	0.281	2.54	-1.47	0.619
###AO01(022015, 4.67);  AO02(032010, 4.55);  AO03(032011, 4.13);  LS01(092018, -4.98);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.620265 (  -11.3)          - (      -)          - (      -)  -0.848731 (  -22.9)
###Reg01(   0.3805E-01,  7.45);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID21 
 Modello originale:
###
###-6.22934	0.572	0.062	0.571	0.348	2.11	0.9	1.14
###AO01(032019, -2.91);  TC01(112005, -3.98);  TC02(042020, -5.28);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.659771 (  -12.5)          - (      -)          - (      -)  -0.551048 (  -9.40)
###Reg01(   0.2566E-01,  9.75);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE21 
 Modello originale:
###
###-5.42704	0.759	0.014	0.878	0.557	1.17	-0.74	-0.79
###TC01(102010, -3.43);  LS01(092018, -4.81);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.732131 (  -15.4)          - (      -)          - (      -)  -0.908269 (  -31.2)
###Reg01(   0.2948E-01,  6.58);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ22 
 Modello originale:
###
###-6.40504	0.157	0.355	0.917	0.395	1.86	0.384	-1.31
###AO01(032020, -4.24);  TC01(042020,-11.35);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.327342 (  -5.01)          - (      -)          - (      -)  -0.624381 (  -11.6)
###Reg01(   0.3079E-01, 14.94);
###  EE:  -0.04174 (  -4.71)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID22 
 Modello originale:
###
###-6.66325	0.001	0.114	0.328	0.21	3.12	1.62	0.708
###AO01(082011, 3.46);  AO02(042020,-13.09);  TC01(032020, -9.76);  LS01(012009, -3.55);  LS02(102008, -3.10);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.375493 (  -5.85)          - (      -)          - (      -)  -0.525989 (  -8.94)
###Reg01(   0.3646E-01, 20.24);
###  EE:  -0.02216 (  -2.98)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE22 
 Modello originale:
###
###-6.70166	0.004	0.213	0.845	0.522	1.30	-1.06	0.408
###AO01(122005, 6.27);  TC01(042020, -9.80);  TC02(032020, -5.07);  LS01(122008, -5.57);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.389409 (  -6.09)          - (      -)          - (      -)  -0.652520 (  -12.4)
###Reg01(   0.3425E-01, 18.90);
###  EE:  -0.03139 (  -4.00)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ23 
 Modello originale:
###
###-6.10461	0	0.199	0.366	0	20.8	-2.26	3.96
###AO01(082009, -4.57);  AO02(042020,-12.86);  AO03(052020, -4.13);  TC01(012008, 4.33);  TC02(012014, 4.02);  TC03(032020, -5.04);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.419615 (  -6.64)          - (      -)          - (      -)  -0.651449 (  -12.3)
###Reg01(   0.4107E-01, 16.55);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID23 
 Modello originale:
###
###-6.27903	0.384	0.172	0.6	0.021	7.76	-0.5	2.74
###AO01(022012, -5.72);  AO02(042020,-27.41);  AO03(082020, 4.18);  TC01(032020,-12.98);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.345183 (  -5.32)          - (      -)          - (      -)  -0.565260 (  -9.91)
###Reg01(   0.4263E-01, 19.46);
###  EE:  -0.03516 (  -3.85)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE23 
 Modello originale:
###
###-6.35369	0.166	0.039	0.273	0.918	0.171	0.183	0.37
###AO01(122011, 4.22);  AO02(082009, -4.53);  AO03(122006, 3.82);  AO04(032020, -4.78);  AO05(042020,-18.25);  AO06(052020, -7.44);  AO07(062020, -3.61);  LS01(012009, -5.62);  LS02(082008, -2.86);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.512101 (  -8.51)          - (      -)          - (      -)  -0.698381 (  -13.9)
###Reg01(   0.4143E-01, 18.05);
###  EE:  -0.02642 (  -2.71)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ24 
 Modello originale:
###
###-5.36735	0.021	0.447	0.68	0.012	8.87	-0.75	2.88
###AO01(082009, -5.05);  AO02(042020, -5.48);  TC01(032009, -4.01);  TC02(012020, 3.21);  LS01(122008, -4.88);  LS02(102008, -3.62);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.203671 (  -3.03)          - (      -)          - (      -)  -0.755182 (  -16.8)
###Reg01(   0.3750E-01, 11.56);
###  EE:  -0.03033 (  -2.14)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID24 
 Modello originale:
###
###-5.62881	0	0.036	0.729	0.106	4.48	0.366	2.09
###AO01(082009, -4.41);  AO02(122007, -3.68);  AO03(082017, 3.60);  AO04(042020,-17.97);  TC01(032020, -8.95);  LS01(122008, -6.30);  LS02(102008, -3.38);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.1506590 (   2.22)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.718219 (  -15.1)
###Reg01(   0.3770E-01, 13.81);
###  EE:  -0.03773 (  -3.21)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE24 
 Modello originale:
###
###-5.4935	0.63	0.245	1	0.004	11.1	-0.18	3.32
###AO01(042020, -6.13);  LS01(092009, 5.17);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.715548 (  -15.0)
###Reg01(   0.3731E-01, 13.35);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ25 
 Modello originale:
###
###-5.84754	0.347	0.083	0.693	0.004	11.0	-0.59	3.26
###AO01(122006, 4.28);  AO02(042020,-12.85);  TC01(032020, -5.89);  TC02(052020, -4.53);  LS01(012009, -6.00);  LS02(042009, -3.70);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.531641 (  -8.97)          - (      -)          - (      -)  -0.589597 (  -10.4)
###Reg01(   0.4340E-01, 14.56);
###  EE:  -0.04414 (  -3.52)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID25 
 Modello originale:
###
###-6.53997	0.343	0.909	0.761	0.615	0.972	-0.82	0.54
###AO01(032013, -3.68);  AO02(042020,-22.41);  TC01(032009, -4.00);  TC02(032020,-13.29);  LS01(122008, -5.28);  LS02(012008, 4.29);  LS03(012012, -3.82);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.3513157 (   5.42)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.771304 (  -17.5)
###Reg01(   0.3357E-01, 17.67);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE25 
 Modello originale:
###
###-6.0436	0.066	0.003	0.813	0.288	2.49	0.032	1.58
###AO01(082008, -4.97);  AO02(032009, 4.93);  AO03(122006, 4.49);  AO04(042020,-13.12);  TC01(032020, -6.41);  LS01(012009, -6.23);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.473957 (  -7.72)          - (      -)          - (      -)  -0.575101 (  -10.1)
###Reg01(   0.4115E-01, 15.70);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ26 
 Modello originale:
###
###-4.64171	0.143	0.001	0.742	0.001	14.1	-2.38	2.9
###TC01(042020, -4.37);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.698960 (  -13.8)          - (      -)          - (      -)  -0.652426 (  -12.2)
###Reg01(   0.1888E-01,  3.09);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID26 
 Modello originale:
###
###-4.95938	0.015	0.018	1	0.338	2.17	-1.44	-0.3
###AO01(032005, -3.41);  AO02(122013, 3.76);  AO03(102015, 2.91);  TC01(042020, -6.24);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.724390 (  -14.9)          - (      -)          - (      -)  -0.680996 (  -13.2)
###Reg01(   0.2482E-01,  4.81);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE26 
 Modello originale:
###
###-4.88116	0.644	0.126	1	0.001	14.1	-1.21	3.56
###TC01(042020, -4.55);  LS01(092006, 3.82);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.695952 (  -13.7)          - (      -)          - (      -)  -0.628000 (  -11.4)
###Reg01(   0.1956E-01,  3.67);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ27 
 Modello originale:
###
###-5.95292	0.319	0.873	0.76	0.033	6.81	1.47	2.16
###AO01(022007, -4.12);  AO02(042020,-11.56);  AO03(122019, -3.07);  TC01(032020, -5.73);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.312158 (  -4.76)          - (      -)          - (      -)  -0.642418 (  -12.1)
###Reg01(   0.3109E-01, 12.20);
###  EE:  -0.03780 (  -3.46)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID27 
 Modello originale:
###
###-5.69951	0.317	0.542	0.966	0.028	7.14	1.87	1.91
###AO01(122009, 4.73);  AO02(042020,-12.17);  TC01(022008, 5.71);  TC02(082009, -4.25);  TC03(032020,-10.03);  TC04(072020, 4.61);  LS01(012009, -4.04);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.6106886 (   9.01)  0.1762850 (   2.62)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.247256 (  -3.70)
###Reg01(   0.2878E-01,  9.40);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE27 
 Modello originale:
###
###-6.13068	0.075	0.159	0.583	0.195	3.27	1.3	1.26
###AO01(042020, -8.53);  TC01(032020, -6.28);  LS01(122008, -6.59);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.546610 (  -9.31)          - (      -)          - (      -)  -0.626552 (  -11.5)
###Reg01(   0.2991E-01, 11.25);
###  EE:  -0.03915 (  -3.44)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ28 
 Modello originale:
